keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
montana powerball results archive,/states/mt/powerball/historical,historical,mt,Montana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska mega millions historical results,/states/ne/mega-millions/historical,historical,ne,Nebraska,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska mega millions past results,/states/ne/mega-millions/historical,historical,ne,Nebraska,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska mega millions results archive,/states/ne/mega-millions/historical,historical,ne,Nebraska,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball double play historical results,/states/ne/powerball-double-play/historical,historical,ne,Nebraska,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball double play past results,/states/ne/powerball-double-play/historical,historical,ne,Nebraska,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball double play results archive,/states/ne/powerball-double-play/historical,historical,ne,Nebraska,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball historical results,/states/ne/powerball/historical,historical,ne,Nebraska,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball past results,/states/ne/powerball/historical,historical,ne,Nebraska,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska powerball results archive,/states/ne/powerball/historical,historical,ne,Nebraska,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire mega millions historical results,/states/nh/mega-millions/historical,historical,nh,New Hampshire,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire mega millions past results,/states/nh/mega-millions/historical,historical,nh,New Hampshire,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire mega millions results archive,/states/nh/mega-millions/historical,historical,nh,New Hampshire,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire powerball historical results,/states/nh/powerball/historical,historical,nh,New Hampshire,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire powerball past results,/states/nh/powerball/historical,historical,nh,New Hampshire,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire powerball results archive,/states/nh/powerball/historical,historical,nh,New Hampshire,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey jersey cash 5 cold numbers,/states/nj/jersey-cash-5/stats,stats,nj,New Jersey,jersey-cash-5,Jersey Cash 5,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey jersey cash 5 hot numbers,/states/nj/jersey-cash-5/stats,stats,nj,New Jersey,jersey-cash-5,Jersey Cash 5,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey pick 4 cold numbers,/states/nj/pick-4/stats,stats,nj,New Jersey,pick-4,Pick 4,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey pick 4 hot numbers,/states/nj/pick-4/stats,stats,nj,New Jersey,pick-4,Pick 4,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico mega millions historical results,/states/nm/mega-millions/historical,historical,nm,New Mexico,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico mega millions past results,/states/nm/mega-millions/historical,historical,nm,New Mexico,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico mega millions results archive,/states/nm/mega-millions/historical,historical,nm,New Mexico,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball double play historical results,/states/nm/powerball-double-play/historical,historical,nm,New Mexico,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball double play past results,/states/nm/powerball-double-play/historical,historical,nm,New Mexico,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball double play results archive,/states/nm/powerball-double-play/historical,historical,nm,New Mexico,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball historical results,/states/nm/powerball/historical,historical,nm,New Mexico,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball past results,/states/nm/powerball/historical,historical,nm,New Mexico,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico powerball results archive,/states/nm/powerball/historical,historical,nm,New Mexico,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north carolina pick 3 cold numbers,/states/nc/pick-3/stats,stats,nc,North Carolina,pick-3,Pick 3,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north carolina pick 3 hot numbers,/states/nc/pick-3/stats,stats,nc,North Carolina,pick-3,Pick 3,,stats,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota mega millions historical results,/states/nd/mega-millions/historical,historical,nd,North Dakota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota mega millions past results,/states/nd/mega-millions/historical,historical,nd,North Dakota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota mega millions results archive,/states/nd/mega-millions/historical,historical,nd,North Dakota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota powerball historical results,/states/nd/powerball/historical,historical,nd,North Dakota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota powerball past results,/states/nd/powerball/historical,historical,nd,North Dakota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota powerball results archive,/states/nd/powerball/historical,historical,nd,North Dakota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
